id;album;track;lyrics
137;The Beatles (white album);Savoy Truffle;Creme tangerine and montelimat A ginger sling with a pineapple heart A coffee desert - yes you know its good news But you'll have to have them all pulled out after the Savoy truffle Cool cherry cream, nice apple tart I feel your taste all the time we're apart Coconut fudge - really blows down those blues But you'll have to have them all pulled out after the Savoy truffle You might not feel it now But when the pain cuts through you're gonna know and how The sweat is gonna fill your head When it becomes too much you shout aloud But you'll have to have them all pulled out after the Savoy truffle You know that what you eat you are But what is sweet now turns so sour We all know Obladi-Blada But can you show me where you are Creme tangerine and montelimat A ginger sling with a pineapple heart A coffee desert - yes you know its good news But you'll have to have them all pulled out after the Savoy truffle Yes you'll have to have them all pulled out after the Savoy truffle
138;The Beatles (white album);Cry Baby Cry;Cry baby cry Make your mother sigh She's old enough to know better The king of Marigold was in the kitchen Cooking breakfast for the queen The queen was in the parlour Playing piano for the children of the king Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry The king was in the garden Picking flowers for a friend who came to play The queen was in the playroom Painting pictures for the children's holiday Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry The duchess of Kircaldy always smiling And arriving late for tea The duke was having problems With a message at the local bird and bee Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry At twelve o'clock a meeting round the table For a seance in the dark With voices out of nowhere Put on specially by the children for a lark Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry Cry, cry, cry baby Make your mother sigh She's old enough to know better So cry baby cry Cry, cry, cry Make your mother sigh She's old enough to know better So cry baby cry Can you take me back where I came from Can you take me back Can you take me back where I came from Brother can you take me back, can you take me back Can you take me back where I came from Can you take me back
139;The Beatles (white album);Revolution 9;
140;The Beatles (white album);Good Night;Now it's time to say good night Good night, sleep tight Now the sun turns out his light Good night, sleep tight Dream sweet dreams for me Dream sweet dreams for you Close your eyes and I'll close mine Good night, sleep tight Now the moon begins to shine Good night, sleep tight Dream sweet dreams for me Dream sweet dreams for you Close your eyes and I'll close mine Good night, sleep tight Now the sun turns out his light Good night, sleep tight Dream sweet dreams for me Dream sweet dreams for you Good night, good night everybody Everybody everywhere Good night
141;The Beatles (white album);Yellow Submarine;In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines So we sailed on to the sun Till we found the sea of green And we lived beneath the waves In our yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine And our friends are all aboard Many more of them live next door And the band begins to play We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine As we live a life of ease Everyone of us has all we need Sky of blue and sea of green In our yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine
142;The Beatles (white album);Only a Northern Song;If you're listening to this song You may think the chords are going wrong But they're not, he just wrote it like that When you're listening late at night You may think the band are not quite right But they are, they just play it like that It doesn't really matter what chords I play What words I say or time of day it is As it's only a Northern song It doesn't really matter what clothes I wear Or how I fare or if my hair is brown When it's only a Northern song If you think the harmony Is a little dark and out of key You're correct, there's nobody there And I told you there's no-one there
143;The Beatles (white album);All Together Now;One, two, three, four - Can I have a little more Five, six, seven, eight, nine, ten - I love you A, B, C, D - Can I bring my friend to tea E, F, G, H, I, J - I love you Bom bom bom bom-pa bom Sail the ship bom-pa bom Chop the tree bom-pa bom Skip the rope bom-pa bom Look at me All together now, all together now All together now, all together now All together now, all together now All together now, all together now Black, white, green, red - Can I take my friend to bed Pink, brown, yellow, orange and blue - I love you All together now, all together now All together now, all together now All together now, all together now All together now All together now, all together now All together now, all together now All together now, all together now All together now, all together now Bom bom bom bom-pa bom Sail the ship bom-pa bom Chop the tree bom-pa bom Skip the rope bom-pa bom Look at me All together now, all together now...
144;The Beatles (white album);Hey Bulldog;Sheep dog standing in the rain Bull grog doing it again Some kind of happiness is measured out in miles What make you think you're something special when you smile Childlike no on understand Jack knife in your sweaty hands Some kind of innocence is measured out in years You don't know what it's like to listen to you fears You can talk to me You can talk to me You can talk to me If you're lonely, you can talk to me Big man walking in the park Wigwam frightened of the dark Some kind of solitude is measured out in you You think you know but you haven't got a clue You can talk to me You can talk to me You can talk to me If you're lonely, you can talk to me Hey Bulldog
145;The Beatles (white album);It's All Too Much;It's all too much It's all too much When I look into your eyes Your love is there for me And the more I go inside The more there is to see It's all too much for me to take The love that's shining all around you Everywhere it's what you make For us to take it's all too much Floating down the stream of time From life to life with me Makes no difference where you are Or where you'd like to be It's all too much for me to take The love that's shining all around here All the world is birthday cake So take a piece but not too much Sail me on a silver sun Where I know that I'm free Show me that I'm everywhere And get me home for tea It's all too much for me to see The love that's shining all around here The more I learn the less I know And what I do is all too much It's all too much for me to take The love that's shining all around you Everywhere it's what you make For us to take it's all too much It's too much, it's too much With your long long hair and your eyes of blue With your long long hair and your eyes of blue You are too much ah! We are dead ah... Too much, too much, too much-a...
146;The Beatles (white album);All You Need Is Love;Love, love, love Love, love, love Love, love, love There's nothing you can do that can't be done Nothing you can sing that can't be sung Nothing you can say but you can learn how to play the game It's easy Nothing you can make that can't be made No one you can save that can't be saved Nothing you can do but you can learn how to be you in time It's easy All you need is love All you need is love All you need is love, love Love is all you need All you need is love All you need is love All you need is love, love Love is all you need There's nothing you can know that isn't known Nothing you can see that isn't shown There's nowhere you can be that isn't where you're meant to be It's easy All you need is love All you need is love All you need is love, love Love is all you need All you need is love (all together) All you need is love (everybody) All you need is love, love Love is all you need Love is all you need...
147;The Beatles (white album);Pepperland;
148;The Beatles (white album);Sea of Time;
149;The Beatles (white album);Sea of Holes;
150;The Beatles (white album);Sea of Monsters;
151;The Beatles (white album);March of the Meanies;
152;Yellow Submarine;Pepperland Laid Waste;
153;Yellow Submarine;Yellow Submarine in Pepperland;
154;Yellow Submarine;Come Together;Here come old flat top He come groovin' up slowly He got jo jo eyeball He one holy roller He got hair down to his knee Got to be a joker he just do what he please He wear no shoeshine He got toe-jam football He got monkey finger He shoot Coca-Cola He say 'I know you, you know me' One thing I can tell you is you got to be free Come together right now over me He bag production He got walrus gumboot He got Ono side board He one spinal cracker He got feet down below his knee Hold you in his armchair you can feel his disease Come together right now over me Right... come... come... come... He roller-coaster He got early warning He got muddy water He one mojo filter He say 'One and one and one is three' Got to be good-looking 'cause he's so hard to see Come together right now over me Come together yeah...
155;Yellow Submarine;Something;Something in the way she moves Attracts me like no other lover Something in the way she woos me I don't want to leave her now You know I believe and how Somewhere in her smile she knows That I don't need no other lover Something in her style that shows me Don't want to leave her now You know I believe and how You're asking me will my love grow I don't know, I don't know You stick around now it may show I don't know, I don't know Something in the way she knows And all I have to do is think of her Something in the things she shows me I don't want to leave her now You know I believe and how
156;Yellow Submarine;Maxwell's Silver Hammer;Joan was quizzical, studied metaphysical science in the home Late nights all alone with a test-tube ohh-oh-oh-oh... Maxwell Edison majoring in medicine calls her on the phone 'Can I take you out to the pictures Joa-oa-oa-oan' But as she's getting ready to go a knock comes on the door... Bang, bang, Maxwell's silver hammer came down upon her head Bang, bang, Maxwell's silver hammer made sure that she was dead Back in school again Maxwell plays the fool again, teacher gets annoyed Wishing to avoid an unpleasant sce-e-e-ene She tells Max to stay when the class has gone away, so he waits behind Writing 50 times 'I must not be so-o-o-oo...' But when she turns her back on the boy he creeps up from behind Bang, bang, Maxwell's silver hammer came down upon her head Bang, bang, Maxwell's silver hammer made sure that she was dead P.C. Thirty-One said 'we caught a dirty one', Maxwell stands alone Painting testimonial pictures ohh-oh-oh-oh Rose and Valerie screaming from the gallery say he must go free (Maxwell must go free) The judge does not agree and he tells them so-o-o-oo But as the words are leaving his lips a noise comes from behind Bang, bang, Maxwell's silver hammer came down upon his head Bang, Bang, Maxwell's silver hammer made sure that he was dead Silver hammer
157;Yellow Submarine;Oh! Darling;Oh darling please believe me I'll never do you no harm Believe me when I tell you I'll never do you no harm Oh darling if you leave me I'll never make it alone Believe me when I beg you Don't ever leave me alone When you told me you didn't need me anymore Oh well you know I nearly broke down and cried When you told me you didn't need me anymore Oh well you know I nearly broke down and died Oh darling if you leave me I'll never make it alone Believe me when I tell you I'll never do you no harm Believe me darling When you told me you didn't need me anymore Oh well you know I nearly broke down and cried When you told me you didn't need me anymore Oh well you know I nearly broke down and died Oh darling please believe me I'll never let you down oh believe me darling Believe me when I tell you I'll never do you no harm
165;Abbey Road;Octopus's Garden;I'd like to be under the sea In an octopus' garden in the shade He'd let us in, knows where we've been In his octopus' garden in the shade I'd ask my friends to come and see An octopus' garden with me I'd like to be under the sea In an octopus' garden in the shade We would be warm below the storm In our little hide-away beneath the waves Resting our head on the sea bed In an octopus' garden near a cave We would sing and dance around Because we know we can't be found I'd like to be under the sea In an octopus' garden in the shade We would shout and swim about The coral that lies beneath the waves (Lies beneath the ocean waves) Oh what joy for every girl and boy Knowing they're happy and they're safe (Happy and they're safe) We would be so happy you and me No one there to tell us what to do I'd like to be under the sea In an octopus' garden with you In an octopus' garden with you In an octopus' garden with you
166;Abbey Road;I Want You (She's So Heavy);I want you, I want you so bad I want you, I want you so bad It's driving me mad, it's driving me mad I want you, I want you so bad babe I want you, I want you so bad It's driving me mad, it's driving me mad I want you, I want you so bad babe I want you, I want you so bad It's driving me mad, it's driving me mad I want you, I want you so bad I want you, I want you so bad It's driving me mad, it's driving me mad She's so heavy Heavy, heavy, heavy She's so heavy She's so heavy, heavy, heavy I want you, I want you so bad I want you, I want you so bad It's driving me mad, it's driving me mad I want you, you know I want you so bad babe I want you, you know I want you so bad It's driving me mad, it's driving me mad yeah She's so...
167;Abbey Road;Here Comes the Sun;Here comes the sun, here comes the sun And I say it's alright Little darling it's been a long cold lonely winter Little darling it feels like years since it's been here Here comes the sun, here comes the sun And I say it's alright Little darling the smile's returning to their faces Little darling it seems like years since it's been here Here comes the sun, here comes the sun And I say it's alright Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Little darling I feel that ice is slowly melting Little darling it seems like years since it's been clear Here comes the sun, here comes the sun And I say it's alright Here comes the sun, here comes the sun It's alright, it's alright
168;Abbey Road;Because;Because the world is round it turns me on Because the world is round Because the wind is high it blows my mind Because the wind is high Love is old, love is new Love is all, love is you Because the sky is blue it makes me cry Because the sky is blue
169;Abbey Road;You Never Give Me Your Money;You never give me your money You only give me your funny paper And in the middle of negotiations you break down I never give you my number I only give you my situation And in the middle of investigation I break down Out of college, money spent See no future, pay no rent All the money's gone, nowhere to go Any jobber got the sack Monday morning, turning back Yellow lorry slow, nowhere to go But oh, that magic feeling, nowhere to go Oh, that magic feeling, nowhere to go, nowhere to go... One sweet dream Pick up the bags and get in the limousine Soon we'll be away from here Step on the gas and wipe that tear away One sweet dream came true today Came true today, came true today (yes it did) One two three four five six seven All good children go to Heaven...
170;Abbey Road;Sun King;Here comes the sun king, here comes the sun king Everybody's laughing, everybody's happy Here comes the sun king [[ Italian lyrics reproduced only phonetically, if you're Italian please check it out: ]] Quando paramucho mi amore de felice carathon Mundo paparazzi mi amore cicce verdi parasol Questo abrigado tantamucho que canite carousel
171;Abbey Road;Mean Mr. Mustard;Mean Mister Mustard sleeps in the park Shaves in the dark trying to save paper Sleeps in a hole in the road Saving up to buy some clothes Keeps a ten-bob note up his nose Such a mean old man Such a mean old man His sister Pam works in a shop She never stops, she's a go-getter Takes him out to look at the queen Only place that he's ever been Always shouts out something obscene Such a dirty old man Dirty old man
172;Abbey Road;Polythene Pam;Well you should see Polythene Pam She's so good-looking but she looks like a man Well you should see her in drag dressed in her polythene bag Yes you should see Polythene Pam Yeah yeah yeah Get a dose of her in jackboots and kilt She's killer-diller when she's dressed to the hilt She's the kind of a girl that makes the 'News of the World' Yes you could say she was attractively built Yeah yeah yeah
173;Abbey Road;She Came In Through the Bathroom Window;She came in through the bathroom window Protected by a silver spoon But now she sucks her thumb and wanders By the banks of her own lagoon Didn't anybody tell her Didn't anybody see Sunday's on the phone to Monday Tuesday's on the phone to me She said she'd always been a dancer She worked at 15 clubs a day And though she thought I knew the answer Well I knew what I could not say And so I quit the police department And got myself a steady job And though she tried her best to help me She could steal but she could not rob Didn't anybody tell her Didn't anybody see Sunday's on the phone to Monday Tuesday's on the phone to me Oh yeah
174;Abbey Road;Golden Slumbers;Once there was a way to get back homeward Once there was a way to get back home Sleep pretty darling do not cry And I will sing a lullaby Golden slumbers fill your eyes Smiles awake you when you rise Sleep pretty darling do not cry And I will sing a lullaby Once there was a way to get back homeward Once there was a way to get back home Sleep pretty darling do not cry And I will sing a lullaby
175;Abbey Road;Carry That Weight;Boy you're gonna carry that weight, carry that weight a long time Boy you're gonna carry that weight, carry that weight a long time I never give you my pillow, I only send you my invitations And in the middle of the celebrations I break down Boy you're gonna carry that weight, carry that weight a long time Boy you're gonna carry that weight, carry that weight a long time
176;Abbey Road;The End;Oh yeah, alright Are you gonna be in my dreams tonight Love you, love you... And in the end the love you take Is equal to the love you make
177;Abbey Road;Her Majesty;Her majesty's a pretty nice girl but she doesn't have a lot to say Her majesty's a pretty nice girl but she changes from day to day I wanna tell her that I love her a lot but I gotta get a belly full of wine Her majesty's a pretty nice girl someday I'm gonna make her mine Oh, yeah, some day I'm gonna make her mine
178;Abbey Road;Two of Us;['I Dig A Pygmy' by Charles Hawtrey and The Deaf Aids Phase One in which Doris gets her oats] Two of us riding nowhere, spending someone's hard earned pay You and me Sunday driving, not arriving on our way back home We're on our way home, we're on our way home We're going home Two of us sending postcards, writing letters on my wall You and me burning matches, lifting latches on our way back home We're on our way home, we're on our way home We're going home You and I have memories longer than the road that stretches out ahead Two of us wearing raincoats, standing so low in the sun You and me chasing paper, getting nowhere on our way back home We're on our way home, we're on our way home We're going home You and I have memories longer than the road that stretches out ahead Two of us wearing raincoats, standing so low in the sun You and me chasing paper, getting nowhere on our way back home We're on our way home, we're on our way home We're going home [We're going home You better believe it Good-bye]
179;Abbey Road;Dig a Pony;[Alright - Yeah! - Okay! - A one two three... Hold it! - Uah - What do you... - A one two three...] I dig a pony Well you can celebrate anything you want Yes you can celebrate anything you want Ooh I do a road hog Well you can penetrate any place you go Yes you can penetrate any place you go I told you so, all I want is you Ev'rything has got to be just like you want it to Because... I pick a moon dog Well you can radiate ev'rything you are Yes you can radiate ev'rything you are Ooh I roll a stoney Well you can imitate ev'ryone you know Yes you can imitate ev'ryone you know I told you so, all I want is you Ev'rything has got to be just like you want it to Because... I feel the wind blow Well you can indicate ev'rything you see Yes you can indicate anything you see Ooh I [...what..] Well you can syndicate any boat you row Yes you can syndicate any boat you row I told you so, all I want is you Ev'rything has got to be just like you want it to Because... [Thank you brothers! My hands get too cold to record.]
180;Abbey Road;Across the Universe;Words are flowing out like endless rain into a paper cup They slither wildly as they slip away across the universe Pools of sorrow, waves of joy are drifting through my opened mind Possessing and caressing me Jai guru deva om Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Images of broken light which dance before me like a million eyes They call me on and on across the universe Thoughts meander like a restless wind inside a letter box They tumble blindly as they make their way across the universe Jai guru deva om Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Sounds of laughter, shades of earth Are ringing through my opened views inciting and inviting me Limitless undying love which shines around me like a million suns It calls me on and on across the universe Jai guru deva om Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Jai guru deva...
181;Abbey Road;I Me Mine;All through the day I me mine, I me mine, I me mine All through the night I me mine, I me mine, I me mine Now they're frightened of leaving it Ev'ryone's weaving it Coming on strong all the time All through the day I me mine I-me-me-mine, I-me-me-mine I-me-me-mine, I-me-me-mine All I can hear I me mine, I me mine, I me mine Even those tears I me mine, I me mine, I me mine No-one's frightened of playing it Ev'ryone's saying it Flowing more freely than wine All through the day I me mine I-me-me-mine, I-me-me-mine I-me-me-mine, I-me-me-mine All I can hear I me mine, I me mine, I me mine Even those tears I me mine, I me mine, I me mine No-one's frightened of playing it Ev'ryone's saying it Flowing more freely than wine All through your life I me mine
182;Let It Be;Dig It;Like a rolling stone, like a rolling stone Like a Rolling Stone, like the FBI and the CIA and the BBC B. B. King and Doris Day, Matt Busby Dig it, dig it, dig it... [That was 'Can You Dig It' by Georgie One And now we'd like to do 'Hark The Angels Come']
183;Let It Be;Let It Be;When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom let it be And in my hour of darkness She is standing right in front of me Speaking words of wisdom let it be Let it be, let it be Let it be, let it be Whisper words of wisdom let it be And when the broken-hearted people Living in the world agree There will be an answer let it be For though they may be parted There is still a chance that they will see There will be an answer let it be Let it be, let it be Let it be, let it be Yeah there will be an answer let it be Let it be, let it be Let it be, let it be Whisper words of wisdom let it be Let it be, let it be Let it be, yeah let it be Whisper words of wisdom let it be And when the night is cloudy There is still a light that shines on me Shine until tomorrow let it be I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom let it be Let it be, let it be Let it be, yeah let it be Oh there will be an answer let it be Let it be, let it be Let it be, yeah let it be Whisper words of wisdom let it be
184;Let It Be;Maggie Mae;Oh, dirty Maggie Mae they have taken her away and she'll never walk down Lime Street anymore Oh, the judge she guilty found her of robbing the bomeward bounder dirty no good robbin' Maggie Mae (It's the part of Liverpool She returned me to Two pound ten a week that was my pay)
185;Let It Be;I've Got a Feeling;I've got a feeling, a feeling deep inside Oh yeah, oh yeah I've got a feeling, a feeling I can't hide Oh no, oh no, oh no Yeah yeah I've got a feeling yeah Oh please believe me, I'd hate to miss the train Oh yeah, oh yeah And if you leave me I won't be late again Oh no, oh no, oh no Yeah yeah I've got a feeling yeah All these years I've been wandering around Wondering how come nobody told me All that I was looking for Was somebody who looked like you I've got a feeling that keeps me on my toes Oh yeah, oh yeah I've got a feeling, I think that ev'rybody knows Oh yeah, oh yeah, oh yeah Yeah yeah I've got a feeling yeah Ev'rybody had a hard year Ev'rybody had a good time Ev'rybody had a wet dream Ev'rybody saw the sunshine Oh yeah, oh yeah, oh yeah Ev'rybody had a good year Ev'rybody let their hair down Ev'rybody pulled their socks up Ev'rybody put their foot down Oh yeah Ev'rybody had a good year Ev'rybody had a hard time Ev'rybody had a wet dream Ev'rybody saw the sunshine Ev'rybody had a good year Ev'rybody let their hair down Ev'rybody pulled their socks up Ev'rybody put their foot down Oh yeah, oh yeah, oh yeah [Oh my soul, it's so hard.]
186;Let It Be;One After 909;My baby says she's trav'ling on the one after 9.09 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 9.09 I begged her not to go and I begged her on my bended knees You're only fooling around, only fooling around with me I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 9.09 I got my bag, run to the station Railman says you've got the the wrong location I got my bag, run right home Then I find I've got the number wrong Well I said I'm trav'ling on the one after 9.09 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said we're trav'ling on the one after 9.09 I got my bag, run to the station Railman says you've got the the wrong location I got my bag, run right home Then I find I've got the number wrong Well I said I'm trav'ling on the one after 9.09 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said we're trav'ling on the one after 9.0 I said we're trav'ling on the one after 9.0 I said we're trav'ling on the one after 9.09
187;Let It Be;The Long and Winding Road;The long and winding road that leads to your door Will never disappear, I've seen that road before It always leads me here, lead me to your door The wild and windy night that the rain washed away Has left a pool of tears crying for the day Why leave me standing here, let me know the way Many times I've been alone and many times I've cried Anyway you'll never know the many ways I've tried And still they lead me back to the long winding road You left me standing here a long long time ago Don't leave me waiting here, lead me to your door But still they lead me back to the long winding road You left me standing here a long long time ago Don't keep me waiting here, lead me to your door Yeah yeah yeah
188;Let It Be;For You Blue;[Queen says no to pot-smoking FBI members] Because you're sweet and lovely girl I love you Because you're sweet and lovely girl it's true I love you more than ever girl I do I want you in the morning girl I love you I want you at the moment I feel blue I'm living ev'ry moment girl for you I've loved you from the moment I saw you You looked at me that's all you had to do I feel it now I hope you feel it too Because you're sweet and lovely girl I love you Because you're sweet and lovely girl it's true I love you more than ever girl I do I really love blues
189;Let It Be;Get Back;[Rosetta! - I take a tom-tom... Sweet Loretta Fart she thought she was a cleaner but she was a frying pan - Sweet Rosetta, Mo, Rosetta! - Yeah so pick that! So pick it! Picks for the fingers, good Okay!] Jojo was a man who thought he was a loner But he knew it couldn't last Jojo left his home in Tucsan, Arizona For some California Grass Get back, get back, get back to where you once belonged Get back, get back, get back to where you once belonged Get back Jojo, go home Get back, get back, back to where you once belonged Get back, get back, back to where you once belonged Get back Jo Sweet Loretta Martin thought she was a woman But she was another man All the girls around her say she's got it coming But she gets it while she can Get back, get back, get back to where you once belonged Get back, get back, get back to where you once belonged Get back Loretta, go home Get back, get back, get back to where you once belonged Get back, get back, get back to where you once belonged Get back Loretta your mommy's waiting for you Wearing her high-heel shoes and her low-neck sweater Get back home Loretta Get back, get back, get back to where you once belonged Oh get back, get back, get back oh yeah
190;Let It Be;track;lyrics
191;Let It Be;I Saw Her Standing There;1 - 2 - 3 - 4 ! Well, she was just 17, You know what I mean, And the way she looked was way beyond compare. So how could I dance with another (ooh) When I saw her standin' there. Well she looked at me, and I, I could see That before too long I'd fall in love with her. She wouldn't dance with another (whooh) When I saw her standin' there. Well, my heart went boom, When I crossed that room, And I held her hand in mine... Whoah, we danced through the night, And we held each other tight, And before too long I fell in love with her. Now I'll never dance with another (whooh) Since I saw her standing there Well, my heart went boom, When I crossed that room, And I held her hand in mine... Whoah, we danced through the night, And we held each other tight, And before too long I fell in love with her. Now I'll never dance with another (whooh) Since I saw her standing there
192;Let It Be;Misery;The world is treating me bad, misery I'm the kind of guy who never used to cry The world is treating me bad, misery I've lost her now for sure, I won't see her no more It's gonna be a drag, misery I'll remember all the little things we've done Can't she see she'll be the only one, only one Send her back to me, 'cause everyone can see Without her I will be in misery I'll remember all the little things we've done She'll remember and she'll miss her only one, lonely one Send her back to me, 'cause everyone can see Without her I will be in misery Ooh in misery, oo my misery
193;Let It Be;Anna (Go to Him);Anna You come and ask me, girl To set you free, girl You say he loves you more than me So I will set you free Go with him (Anna) Go with him (Anna) Anna Girl, before you go now I want you to know now That I still love you so But if he loves you more Go with him All of my life I've been searchin' for a girl To love me like I love you Oh, now... but every girl I've ever had Breaks my heart and leaves my sad What am I, what am I supposed to do Anna Just one more thing, girl You give back your ring to me And I will set you free Go with him All of my life I've been searchin' for a girl To love me like I love you But let me tell you now... but every girl I've ever had Breaks my heart and leaves my sad What am I, what am I supposed to do Anna Just one more thing, girl You give back your ring to me And I will set you free Go with him (Anna) Go with him (Anna) You can go with him, girl (Anna) Go with him
